year,name,sex,count
2012,EMMA,F,9
2012,ANGELO,M,9
2012,CAYDEN,M,9
2012,ANDY,M,9
2012,EMMANUEL,M,9
2012,PEYTON,M,9
2012,JULIANNA,F,9
2012,GIANNA,F,9
2012,AMELIA,F,9
2012,AVA,F,9
2012,OLIVER,M,9
2012,ERIC,M,9
2012,CONNOR,M,9
2012,CAMERON,M,9
2012,JORDAN,M,9
2012,KAYDEN,M,9
2012,JOSE,M,9
2012,JADEN,M,9
2012,VICTOR,M,9
2012,DEVIN,M,9
2012,THEODORE,M,9
2012,JUAN,M,9
2012,YEHUDA,M,9
2012,EDWIN,M,9
2012,LORENZO,M,9
2012,JUDAH,M,9
2012,LUKE,M,9
2012,AARON,M,9
2012,KEVIN,M,9
2012,JOSHUA,M,9
2012,GRACE,F,9
2012,GABRIELLA,F,9
2012,JACK,M,9
2012,LOGAN,M,9
2012,MASON,M,9
2012,NICHOLAS,M,9
2012,DYLAN,M,9
2012,BRAYDEN,M,9
2012,NOAH,M,9
2012,AIDEN,M,9
2012,RYAN,M,9
2012,MASON,M,9
2012,MASON,M,9
2012,RYAN,M,9
2012,LANDON,M,9
2012,BRAYDEN,M,9
2012,ABIGAIL,F,9
2012,OLIVIA,F,9
2012,RACHEL,F,9
2012,SARA,F,9
2012,NAOMI,F,9
2012,GIA,F,9
2012,MARIAH,F,9
2012,MELISSA,F,9
2012,CHRISTINA,F,9
2012,REAGAN,F,9
2012,ERIN,F,9
2012,JILLIAN,F,9
2012,HANNA,F,9
2012,ALAINA,F,9
2012,DANNA,F,9
2012,MARISSA,F,9
2012,COREY,M,9
2012,BLAKE,M,9
2012,DYLAN,M,9
2012,ANTHONY,M,9
2012,GRIFFIN,M,9
2012,KALEB,M,9
2012,JAIDEN,M,9
2012,ASHTON,M,9
2012,SIMON,M,9
2012,KENNETH,M,9
2012,AMIR,M,9
2012,BRODY,M,9
2012,DEREK,M,9
2012,WYATT,M,9
2012,LEVI,M,9
2012,ERIC,M,9
2012,CONNOR,M,9
2012,JEREMIAH,M,9
2012,ELIJAH,M,9
2012,JACKSON,M,9
2012,GABRIEL,M,9
2012,NICHOLAS,M,9
2012,AIDEN,M,9
2012,MACKENZIE,F,9
2012,CHARLOTTE,F,9
2012,AUBREY,F,9
2012,HANNAH,F,9
2012,CHLOE,F,9
2012,EMMA,F,9
2012,ZOEY,F,9
2012,ABIGAIL,F,9
2012,SOPHIA,F,9
2012,CESAR,M,9
2012,EFRAIM,M,9
2012,AVROHOM,M,9
2012,SIMCHA,M,9
2012,MENDEL,M,9
2012,ZEV,M,9
2012,ISRAEL,M,9
2012,JAKE,M,9
2012,JEREMY,M,9
2012,ZACHARY,M,9
2012,THOMAS,M,9
2012,LUCAS,M,9
2012,KAMILA,F,9
2012,GIA,F,9
2012,EMILIA,F,9
2012,SABRINA,F,9
2012,DIEGO,M,9
2012,AXEL,M,9
2012,NICOLAS,M,9
2012,LUCY,F,9
2012,CHELSEA,F,9
2012,MOLLY,F,9
2012,LUCAS,M,9
2012,JOHN,M,9
2012,TYLER,M,9
2012,DECLAN,M,9
2012,OWEN,M,9
2012,RICHARD,M,9
2012,TRISTAN,M,9
2012,CARTER,M,9
2012,HUNTER,M,9
2012,LANDON,M,9
2012,WYATT,M,9
2012,FRADEL,F,9
2012,BRACHA,F,9
2012,KAYLEE,F,9
2012,SOFIA,F,9
2012,EMMA,F,9
2012,SOPHIA,F,9
2012,MATTHEW,M,9
2012,CHARLOTTE,F,9
2012,KAYLEE,F,9
2012,KYLIE,F,9
2012,MAKAYLA,F,9
2012,AUDREY,F,9
2012,JULIANA,F,9
2012,BRIELLE,F,9
2012,AUTUMN,F,9
2012,LILIANA,F,9
2012,ANNABELLE,F,9
2012,KENDALL,F,9
2012,LYDIA,F,9
2012,BAILEY,F,9
2012,BROOKLYN,F,9
2012,ANIYAH,F,9
2012,CALEB,M,9
2012,OLIVIA,F,9
2012,NOAH,M,9
2012,JACKSON,M,9
2012,ALEXANDER,M,9
2012,ADAM,M,9
2012,HUNTER,M,9
2012,OLIVER,M,9
2012,KAYDEN,M,9
2012,PARKER,M,9
2012,ELIAS,M,9
2012,JAXON,M,9
2012,RYDER,M,9
2012,JAMESON,M,9
2012,CONNOR,M,9
2012,NOAH,M,9
2012,LIAM,M,9
2012,JOSEPH,M,9
2012,ADELINE,F,9
2012,WILLOW,F,9
2012,ALIVIA,F,9
2012,CLARA,F,9
2012,PAYTON,F,9
2012,LUCY,F,9
2012,MILA,F,9
2012,FIONA,F,9
2012,PENELOPE,F,9
2012,AUTUMN,F,9
2012,CHASE,M,9
2012,LOGAN,M,9
2012,SOPHIA,F,9
2012,ISABELLA,F,9
2012,ADRIANNA,F,9
2012,SYDNEY,F,9
2012,ABIGAIL,F,9
2012,OLIVIA,F,9
2012,EMMA,F,9
2012,FAITH,F,9
2012,AUDREY,F,9
2012,LAUREN,F,9
2012,SERENITY,F,9
2012,SKYLAR,F,9
2012,ISABELLA,F,9
2012,AIDAN,M,9
2012,TRISTAN,M,9
2012,CALEB,M,9
2012,JEREMIAH,M,9
2012,NATHAN,M,9
2012,EVAN,M,9
2012,EVA,F,9
2012,ALLISON,F,9
2012,PEYTON,F,9
2012,KAYLEE,F,9
2012,BRIANNA,F,9
2012,BRIELLE,F,9
2012,ALEXA,F,9
2012,ASHLEY,F,9
2012,AVERY,F,9
2012,SOPHIA,F,9
2012,FAITH,F,9
2012,JADE,F,9
2012,LUCY,F,9
2012,NOLAN,M,9
2012,CATHERINE,F,9
2012,MAXWELL,M,9
2012,WYATT,M,9
2012,DOMINIC,M,9
2012,HUNTER,M,9
2012,JULIAN,M,9
2012,DANIEL,M,9
2012,NORA,F,9
2012,GIA,F,9
2012,EMELY,F,9
2012,DIANA,F,9
2012,LYLA,F,9
2012,JULIETTE,F,9
2012,REAGAN,F,9
2012,ALISON,F,9
2012,KIARA,F,9
2012,GISELLE,F,9
2012,ALESSANDRA,F,9
2012,KELSEY,F,9
2012,LIANA,F,9
2012,NOELLE,F,9
2012,EILEEN,F,9
2012,LYDIA,F,9
2012,MYA,F,9
2012,SERENITY,F,9
2012,AALIYAH,F,9
2012,SAVANNAH,F,9
2012,SOPHIE,F,9
2012,ALEXIS,F,9
2012,SARAH,F,9
2012,LEAH,F,9
2012,NOAH,M,8
2012,LANDON,M,8
2012,CHASE,M,8
2012,GAVIN,M,8
2012,JORDAN,M,8
2012,NATHAN,M,8
2012,EVAN,M,8
2012,CHRISTIAN,M,8
2012,WILLIAM,M,8
2012,JOSHUA,M,8
2012,NOAH,M,8
2012,JAYDEN,M,8
2012,CRISTOPHER,M,8
2012,CESAR,M,8
2012,CODY,M,8
2012,GRIFFIN,M,8
2012,JESUS,M,8
2012,MIGUEL,M,8
2012,RACHEL,F,8
2012,ARIANNA,F,8
2012,TIMOTHY,M,8
2012,ABRAHAM,M,8
2012,AVERY,M,8
2012,ISABELLA,F,8
2012,OWEN,M,8
2012,CHRISTIAN,M,8
2012,WILLIAM,M,8
2012,JAMES,M,8
2012,AIDEN,M,8
2012,ANTHONY,M,8
2012,ADDISON,F,8
2012,ALEXA,F,8
2012,EMMA,F,8
2012,ISABELLA,F,8
2012,JAKE,M,8
2012,DOMINIC,M,8
2012,CHASE,M,8
2012,BRANDON,M,8
2012,SAMUEL,M,8
2012,GABRIEL,M,8
2012,MOSHE,M,8
2012,JACE,M,8
2012,GEORGE,M,8
2012,HUDSON,M,8
2012,AMIR,M,8
2012,SIMON,M,8
2012,JAXSON,M,8
2012,ELLIOT,M,8
2012,EMERSON,M,8
2012,GREGORY,M,8
2012,SALVATORE,M,8
2012,JEFFERSON,M,8
2012,CHARLOTTE,F,8
2012,ABIGAIL,F,8
2012,MATTHEW,M,8
2012,JOSEPH,M,8
2012,JACOB,M,8
2012,AIDEN,M,8
2012,OLIVIA,F,8
2012,SOPHIA,F,8
2012,OWEN,M,8
2012,JIMENA,F,8
2012,ALESSIA,F,8
2012,CAITLYN,F,8
2012,CONNOR,M,8
2012,ROBERT,M,8
2012,NATHAN,M,8
2012,EVAN,M,8
2012,GABRIEL,M,8
2012,JOHN,M,8
2012,ANTHONY,M,8
2012,JACOB,M,8
2012,GABRIELLA,F,8
2012,AVA,F,8
2012,HANNAH,F,8
2012,EMILY,F,8
2012,OLIVIA,F,8
2012,ELLIOTT,M,8
2012,DAMIEN,M,8
2012,JUDE,M,8
2012,MAXIMUS,M,8
2012,LEO,M,8
2012,LILLIAN,F,8
2012,NEVAEH,F,8
2012,FIONA,F,8
2012,BENTLEY,M,8
2012,COLE,M,8
2012,CHARLES,M,8
2012,ISAAC,M,8
2012,JOSHUA,M,8
2012,CHRISTOPHER,M,8
2012,KYLE,M,8
2012,NOAH,M,8
2012,DANIEL,M,8
2012,JENNIFER,F,8
2012,AYDEN,M,8
2012,ROBERT,M,8
2012,TYLER,M,8
2012,SAMUEL,M,8
2012,DYLAN,M,8
2012,VIVIAN,F,8
2012,CATHERINE,F,8
2012,NORA,F,8
2012,SADIE,F,8
2012,LILLY,F,8
2012,JOSEPHINE,F,8
2012,MARY,F,8
2012,LUCIA,F,8
2012,MEGAN,F,8
2012,SELENA,F,8
2012,JAMIE,F,8
2012,STELLA,F,8
2012,CHLOE,F,8
2012,MADELINE,F,8
2012,EVELYN,F,8
2012,LILY,F,8
2012,SAMANTHA,F,8
2012,FRANCESCA,F,8
2012,ALESSANDRA,F,8
2012,ASHLYN,F,8
2012,ANGELICA,F,8
2012,ANGIE,F,8
2012,ELISA,F,8
2012,DELANEY,F,8
2012,HARPER,F,8
2012,LILLIAN,F,8
2012,RILEY,F,8
2012,EMILY,F,8
2012,LUNA,F,8
2012,ANIYAH,F,8
2012,JACQUELINE,F,8
2012,JORDYN,F,8
2012,LYLA,F,8
2012,KATE,F,8
2012,KATELYN,F,8
2012,ELLIE,F,8
2012,SIENNA,F,8
2012,JENNIFER,F,8
2012,ARIA,F,8
2012,JULIANNA,F,8
2012,JULIANA,F,8
2012,JADE,F,8
2012,SYDNEY,F,8
2012,MORGAN,F,8
2012,MADELYN,F,8
2012,SANTIAGO,M,8
2012,ALEJANDRO,M,8
2012,ERICK,M,8
2012,ELIAS,M,8
2012,KAYDEN,M,8
2012,LEVI,M,8
2012,ELIEZER,M,8
2012,CALEB,M,8
2012,GAVIN,M,8
2012,CAMERON,M,8
2012,JORDAN,M,8
2012,NATHAN,M,8
2012,KEVIN,M,8
2012,BRANDON,M,8
2012,ELIJAH,M,8
2012,JOSHUA,M,8
2012,MAKAYLA,F,8
2012,BELLA,F,8
2012,PEYTON,F,8
2012,ZOEY,F,8
2012,JOSHUA,M,8
2012,WILLIAM,M,8
2012,FRAIDY,F,8
2012,HAILEY,F,8
2012,GRACE,F,8
2012,AVERY,F,8
2012,SAMANTHA,F,8
2012,ABIGAIL,F,8
2012,EMILY,F,8
2012,ANDREW,M,8
2012,LIAM,M,8
2012,CARTER,M,8
2012,COLTON,M,8
2012,JACKSON,M,8
2012,LOGAN,M,8
2012,WILLIAM,M,8
2012,JOSEPH,M,8
2012,NOLAN,M,8
2012,BRIANNA,F,8
2012,KAYLA,F,8
2012,ALEXA,F,8
2012,TAYLOR,F,8
2012,KATHERINE,F,8
2012,ADRIANNA,F,8
2012,FIONA,F,8
2012,CAROLINE,F,8
2012,VIVIAN,F,8
2012,NORA,F,8
2012,NINA,F,8
2012,LILLIANA,F,8
2012,CORA,F,8
2012,NOAH,M,8
2012,LIAM,M,8
2012,MASON,M,8
2012,BENTLEY,M,8
2012,WYATT,M,8
2012,BENJAMIN,M,8
2012,MASON,M,8
2012,ADDISON,F,8
2012,HARMONY,F,8
2012,CORA,F,8
2012,NOAH,M,8
2012,MASON,M,8
2012,ALEXANDRIA,F,8
2012,IZABELLA,F,8
2012,ELISE,F,8
2012,RILEY,M,8
2012,NATHANIEL,M,8
2012,AYDEN,M,8
2012,LEO,M,8
2012,LUIS,M,8
2012,LUCA,M,8
2012,JOEL,M,8
2012,JACE,M,8
2012,ANTONIO,M,8
2012,MICAH,M,8
2012,WESLEY,M,8
2012,BAILEY,F,8
2012,JOSEPHINE,F,8
2012,NINA,F,8
2012,LILLY,F,8
2012,GRANT,M,8
2012,LYDIA,F,8
2012,VIVIAN,F,8
2012,JOCELYN,F,8
2012,JACK,M,8
2012,VANESSA,F,8
2012,JOSHUA,M,8
2012,QUINN,F,8
2012,JULIANNA,F,8
2012,LAILA,F,8
2012,LUCAS,M,8
2012,ALEXANDER,M,8
2012,MASON,M,8
2012,ANTHONY,M,8
2012,ALEXANDER,M,8
2012,MICHAEL,M,8
2012,AVA,F,8
2012,LONDON,F,8
2012,KYLIE,F,8
2012,ADRIANA,F,8
2012,STELLA,F,8
2012,BRAYDEN,M,8
2012,CHRISTIAN,M,8
2012,DYLAN,M,8
2012,NOAH,M,8
2012,MASON,M,8
2012,CHARLOTTE,F,8
2012,AVA,F,8
2012,SOPHIA,F,8
2012,GABRIELLA,F,8
2012,AVA,F,8
2012,JACK,M,8
2012,ALEXANDER,M,8
2012,YOSEF,M,8
2012,COLIN,M,8
2012,ZACHARY,M,8
2012,CARTER,M,8
2012,JASON,M,8
2012,TYLER,M,8
2012,JONATHAN,M,8
2012,OLIVIA,F,8
2012,LIAM,M,8
2012,JOSEPH,M,8
2012,MADISON,F,8
2012,LIBBY,F,8
2012,CHANY,F,8
2012,KYLIE,F,8
2012,ARIANA,F,8
2012,JULIA,F,8
2012,GIANNA,F,8
2012,CHARLOTTE,F,8
2012,GRACE,F,8
2012,MIA,F,8
2012,SAMUEL,M,8
2012,AVA,F,8
2012,ISABELLA,F,8
2012,JACE,M,8
2012,SEAN,M,8
2012,LANDON,M,8
2012,IAN,M,8
2012,JONATHAN,M,8
2012,AUBREY,F,8
2012,KHLOE,F,8
2012,ARIA,F,8
2012,JOCELYN,F,8
2012,VIVIAN,F,8
2012,ISABEL,F,8
2012,KENDALL,F,8
2012,LEILA,F,8
2012,ANGELA,F,8
2012,LIA,F,8
2012,TIFFANY,F,8
2012,KATIE,F,8
2012,CHRISTINA,F,8
2012,BRYNN,F,8
2012,AMBER,F,8
2012,ERIN,F,8
2012,ARIELLA,F,8
2012,ATHENA,F,8
2012,JOANNA,F,8
2012,NYLAH,F,8
2012,KARA,F,8
2012,NORAH,F,8
2012,ALEXANDRIA,F,8
2012,LILLY,F,8
2012,CAROLINE,F,8
2012,BROOKE,F,8
2012,SAMANTHA,F,8
2012,LANDON,M,8
2012,BLAKE,M,8
2012,KELLY,F,7
2012,ANA,F,7
2012,CASEY,F,7
2012,ANGIE,F,7
2012,LUCIANA,F,7
2012,COLTON,M,7
2012,OWEN,M,7
2012,JACKSON,M,7
2012,NICHOLAS,M,7
2012,MATTHEW,M,7
2012,ASHTON,M,7
2012,RAYMOND,M,7
2012,ASHER,M,7
2012,MARK,M,7
2012,JONAH,M,7
2012,ARIEL,M,7
2012,SERENITY,F,7
2012,ZOEY,F,7
2012,MIA,F,7
2012,ANNA,F,7
2012,ELIZABETH,F,7
2012,BLAKE,M,7
2012,SAMUEL,M,7
2012,JOHN,M,7
2012,NEVAEH,F,7
2012,AUBREY,F,7
2012,LAYLA,F,7
2012,NATALIE,F,7
2012,RILEY,F,7
2012,ABIGAIL,F,7
2012,NOAH,M,7
2012,HUDSON,M,7
2012,COLE,M,7
2012,LEVI,M,7
2012,IAN,M,7
2012,BRAYDEN,M,7
2012,ROBERT,M,7
2012,ADAM,M,7
2012,NATHAN,M,7
2012,ELIJAH,M,7
2012,CHRISTIAN,M,7
2012,DAVID,M,7
2012,LEVI,M,7
2012,PARKER,M,7
2012,HAYDEN,M,7
2012,DOMINICK,M,7
2012,MALACHI,M,7
2012,AXEL,M,7
2012,AMARI,M,7
2012,LUKAS,M,7
2012,ROCCO,M,7
2012,MARIO,M,7
2012,SANTINO,M,7
2012,WILSON,M,7
2012,ROCCO,M,7
2012,LORENZO,M,7
2012,JOSUE,M,7
2012,LUKAS,M,7
2012,LOUIS,M,7
2012,RAFAEL,M,7
2012,BRENDAN,M,7
2012,DEAN,M,7
2012,BRADLEY,M,7
2012,EMMA,F,7
2012,KYLIE,F,7
2012,ADDISON,F,7
2012,ZOEY,F,7
2012,LEAH,F,7
2012,MIA,F,7
2012,LANDON,M,7
2012,BRAYDEN,M,7
2012,GAVIN,M,7
2012,MASON,M,7
2012,ISABELLA,F,7
2012,SOPHIA,F,7
2012,CARTER,M,7
2012,JASON,M,7
2012,AARON,M,7
2012,GABRIEL,M,7
2012,WILLIAM,M,7
2012,CHRISTOPHER,M,7
2012,JAYDEN,M,7
2012,CAROLINA,F,7
2012,AILEEN,F,7
2012,CATALINA,F,7
2012,MAEVE,F,7
2012,HANNA,F,7
2012,ALESSANDRA,F,7
2012,TESSA,F,7
2012,KELLY,F,7
2012,PHOEBE,F,7
2012,MADELEINE,F,7
2012,JENNA,F,7
2012,ALINA,F,7
2012,LUCIA,F,7
2012,RUBY,F,7
2012,KEIRA,F,7
2012,DANIELA,F,7
2012,JORDAN,M,7
2012,JACOB,M,7
2012,AVA,F,7
2012,OLIVIA,F,7
2012,HUNTER,M,7
2012,BENJAMIN,M,7
2012,CHRISTOPHER,M,7
2012,LUCAS,M,7
2012,NOAH,M,7
2012,AIDEN,M,7
2012,ZOEY,F,7
2012,GABRIELLE,F,7
2012,ISABELLE,F,7
2012,JOCELYN,F,7
2012,VANESSA,F,7
2012,JESSICA,F,7
2012,HAYDEN,F,7
2012,ELIANA,F,7
2012,OWEN,M,7
2012,MICHAEL,M,7
2012,MACKENZIE,F,7
2012,ANGELINA,F,7
2012,CARTER,M,7
2012,LIAM,M,7
2012,SOPHIA,F,7
2012,AUBREY,F,7
2012,ADDISON,F,7
2012,ASHER,M,7
2012,MARK,M,7
2012,CARSON,M,7
2012,GRAYSON,M,7
2012,GAVIN,M,7
2012,ISAAC,M,7
2012,ELIJAH,M,7
2012,ANDREW,M,7
2012,DYLAN,M,7
2012,JOSEPH,M,7
2012,DEVIN,M,7
2012,BRYCE,M,7
2012,WYATT,M,7
2012,ALEXIS,M,7
2012,NATALIE,F,7
2012,EMMA,F,7
2012,RORY,M,7
2012,AHMED,M,7
2012,BRYSON,M,7
2012,CADEN,M,7
2012,CAYDEN,M,7
2012,MOHAMED,M,7
2012,DEAN,M,7
2012,MARCUS,M,7
2012,VICTOR,M,7
2012,JADEN,M,7
2012,RICHARD,M,7
2012,SEAN,M,7
2012,ALEX,M,7
2012,ADRIAN,M,7
2012,JAMESON,M,7
2012,COOPER,M,7
2012,OLIVER,M,7
2012,AUSTIN,M,7
2012,HENRY,M,7
2012,SAMUEL,M,7
2012,MILES,M,7
2012,CHARLES,M,7
2012,CAMERON,M,7
2012,CARTER,M,7
2012,LOGAN,M,7
2012,ANDREW,M,7
2012,DANIEL,M,7
2012,RILEY,F,7
2012,LILLIAN,F,7
2012,ANNA,F,7
2012,GIANNA,F,7
2012,AVERY,F,7
2012,JORDAN,F,7
2012,CAMERON,F,7
2012,CLAIRE,F,7
2012,SERENITY,F,7
2012,ALICE,F,7
2012,IZABELLA,F,7
2012,AMAYA,F,7
2012,RUBY,F,7
2012,SAVANNAH,F,7
2012,NATALIE,F,7
2012,HAILEY,F,7
2012,HALEY,F,7
2012,IZABELLA,F,7
2012,ALIYAH,F,7
2012,MADELEINE,F,7
2012,RYLEE,F,7
2012,BIANCA,F,7
2012,ELIZA,F,7
2012,ANA,F,7
2012,LANDON,M,7
2012,ISAIAH,M,7
2012,KAREN,F,7
2012,LIANA,F,7
2012,CASEY,F,7
2012,CASSIDY,F,7
2012,MAEVE,F,7
2012,LOLA,F,7
2012,LESLIE,F,7
2012,NACHMAN,M,7
2012,HERSHEL,M,7
2012,MOISHE,M,7
2012,MAYER,M,7
2012,USHER,M,7
2012,AVRAHAM,M,7
2012,HENRY,M,7
2012,LUKE,M,7
2012,JACK,M,7
2012,GABRIEL,M,7
2012,WILLIAM,M,7
2012,AIDEN,M,7
2012,CALEB,M,7
2012,SAVANNA,F,7
2012,CAITLIN,F,7
2012,BASYA,F,7
2012,SIMA,F,7
2012,ROIZY,F,7
2012,FAIGA,F,7
2012,YIDES,F,7
2012,MINDY,F,7
2012,SURY,F,7
2012,SHAINDY,F,7
2012,REBECCA,F,7
2012,SCARLETT,F,7
2012,ADRIANA,F,7
2012,TATIANA,F,7
2012,CALLIE,F,7
2012,LILIANNA,F,7
2012,MIKAELA,F,7
2012,ALEXANDRA,F,7
2012,LILY,F,7
2012,BLAKE,M,7
2012,BLAKE,M,7
2012,EVAN,M,7
2012,GABRIEL,M,7
2012,JOHN,M,7
2012,JAMES,M,7
2012,ADDISON,F,7
2012,GRACE,F,7
2012,ELIJAH,M,7
2012,LUKE,M,7
2012,KALEB,M,7
2012,ALLISON,F,7
2012,ARIANA,F,7
2012,ANGELINA,F,7
2012,VIOLET,F,7
2012,MARIA,F,7
2012,MYA,F,7
2012,CLARA,F,7
2012,MARY,F,7
2012,BRYNN,F,7
2012,ROSE,F,7
2012,NORAH,F,7
2012,ELIJAH,M,7
2012,ALEXANDER,M,7
2012,MYLA,F,7
2012,ALLIE,F,7
2012,LILLIANA,F,7
2012,RYLEE,F,7
2012,REAGAN,F,7
2012,LUCIA,F,7
2012,AURORA,F,7
2012,ELEANOR,F,7
2012,MARIAH,F,7
2012,KATELYN,F,7
2012,ELLIE,F,7
2012,KEIRA,F,7
2012,ANNABELLE,F,7
2012,ELENA,F,7
2012,ISABEL,F,7
2012,GABRIELLE,F,7
2012,LILIANA,F,7
2012,GIULIANA,F,7
2012,ABIGAIL,F,7
2012,BRAYDEN,M,7
2012,JACOB,M,7
2012,HAYDEN,F,7
2012,KAITLYN,F,7
2012,BELLA,F,7
2012,ANGELINA,F,7
2012,ARIANA,F,7
2012,MAYA,F,7
2012,ALEXA,F,7
2012,JACOB,M,7
2012,GAVIN,M,7
2012,ELIJAH,M,7
2012,BENJAMIN,M,7
2012,JAYDEN,M,7
2012,MICHAEL,M,7
2012,ANGEL,M,7
2012,ADRIAN,M,7
2012,IAN,M,7
2012,WYATT,M,7
2012,JOSE,M,7
2012,JADEN,M,7
2012,COOPER,M,7
2012,BRODY,M,7
2012,AMIR,M,7
2012,GRAYSON,M,7
2012,ELLIOT,M,7
2012,CADEN,M,7
2012,JUDE,M,7
2012,CAIDEN,M,7
2012,CHRISTOPHER,M,7
2012,DYLAN,M,7
2012,EMMA,F,7
2012,EMMA,F,7
2012,NICHOLAS,M,7
2012,HAILEY,F,7
2012,SOPHIA,F,7
2012,LILLIAN,F,7
2012,MIA,F,7
2012,EMMA,F,7
2012,ISABELLA,F,7
2012,MOSES,M,7
2012,ARON,M,7
2012,YISROEL,M,7
2012,ANTONIO,M,7
2012,VICTOR,M,7
2012,MAX,M,7
2012,WILLIAM,M,7
2012,LANDON,M,7
2012,VINCENT,M,7
2012,IAN,M,7
2012,CHASE,M,7
2012,BRAYDEN,M,7
2012,RILEY,M,7
2012,SEBASTIAN,M,7
2012,JUSTIN,M,7
2012,SOPHIA,F,7
2012,ANDREW,M,7
2012,ETHAN,M,7
2012,GOLDY,F,7
2012,DINA,F,7
2012,MALKA,F,7
2012,JULIANA,F,7
2012,PAIGE,F,7
2012,MELANIE,F,7
2012,CAMILA,F,7
2012,TAYLOR,F,7
2012,ADDISON,F,7
2012,ZOE,F,7
2012,HANNAH,F,7
2012,AMELIA,F,7
2012,LILY,F,7
2012,CHLOE,F,7
2012,BRAYDEN,M,7
2012,MATTHEW,M,7
2012,JAYCE,M,7
2012,WESLEY,M,7
2012,TIMOTHY,M,7
2012,ANTONIO,M,7
2012,COLTON,M,7
2012,VINCENT,M,7
2012,XAVIER,M,7
2012,JEREMY,M,7
2012,LILLIAN,F,7
2012,MIRIAM,F,7
2012,LONDON,F,7
2012,ELISE,F,7
2012,CLARA,F,7
2012,MYA,F,7
2012,AMANDA,F,7
2012,AUBREE,F,7
2012,ANNABELLE,F,7
2012,KENDALL,F,7
2012,KENNEDY,F,7
2012,ELLIE,F,7
2012,LILLY,F,7
2012,MELISSA,F,7
2012,FATIMA,F,7
2012,JORDYN,F,7
2012,ARIA,F,7
2012,SKYLAR,F,7
2012,LILLIAN,F,7
2012,KATHERINE,F,7
2012,JACQUELINE,F,7
2012,SUMMER,F,7
2012,AUBREY,F,7
2012,ZOEY,F,7
2012,KAYLEE,F,7
2012,ARIANNA,F,7
2012,ZOE,F,7
2012,PARKER,M,7
2012,VICTORIA,F,7
2012,JAX,M,7
2012,EDUARDO,M,7
2012,ERIK,M,7
2012,DANTE,M,7
2012,JUDE,M,7
2012,CADEN,M,7
2012,SHAWN,M,7
2012,ALEJANDRO,M,7
2012,KAI,M,7
2012,KALEB,M,7
2012,ANDREW,M,7
2012,DOMINIC,M,6
2012,JAXON,M,6
2012,XAVIER,M,6
2012,AUSTIN,M,6
2012,DOMINIC,M,6
2012,ADRIAN,M,6
2012,JEREMIAH,M,6
2012,THOMAS,M,6
2012,SAMUEL,M,6
2012,JAMES,M,6
2012,RYAN,M,6
2012,ESTHER,F,6
2012,HARPER,F,6
2012,BRIELLE,F,6
2012,AUTUMN,F,6
2012,EMILIA,F,6
2012,MARIAH,F,6
2012,JOSEPHINE,F,6
2012,MARGARET,F,6
2012,ROSE,F,6
2012,EMERSON,F,6
2012,TALIA,F,6
2012,LAURA,F,6
2012,ANASTASIA,F,6
2012,VIVIENNE,F,6
2012,ALICIA,F,6
2012,VALERIA,F,6
2012,SIERRA,F,6
2012,CAITLYN,F,6
2012,KATHRYN,F,6
2012,CYNTHIA,F,6
2012,ADELE,F,6
2012,HAYLEY,F,6
2012,MELANY,F,6
2012,CARLY,F,6
2012,SAMARA,F,6
2012,LITZY,F,6
2012,MILANIA,F,6
2012,ALESSIA,F,6
2012,JOHANNA,F,6
2012,GIOVANNA,F,6
2012,HARLEY,F,6
2012,KARLA,F,6
2012,LILIAN,F,6
2012,SHANNON,F,6
2012,CARLA,F,6
2012,HOLLY,F,6
2012,MARCUS,M,6
2012,CARSON,M,6
2012,AUBREE,F,6
2012,MADELYN,F,6
2012,MOLLY,F,6
2012,BROOKE,F,6
2012,ALESSANDRO,M,6
2012,MIKE,M,6
2012,RONAN,M,6
2012,MACKENZIE,F,6
2012,RILEY,F,6
2012,CHARLOTTE,F,6
2012,GRACE,F,6
2012,GABRIELLA,F,6
2012,EASTON,M,6
2012,GRAYSON,M,6
2012,JAXON,M,6
2012,COLTON,M,6
2012,PARKER,M,6
2012,LYDIA,F,6
2012,ARIANNA,F,6
2012,NATALIE,F,6
2012,AMELIA,F,6
2012,AVA,F,6
2012,NATHALY,F,6
2012,MARISA,F,6
2012,LANDON,M,6
2012,AUSTIN,M,6
2012,CONNOR,M,6
2012,BRAYDEN,M,6
2012,ROBERT,M,6
2012,GAVIN,M,6
2012,ZACHARY,M,6
2012,LUKE,M,6
2012,JASON,M,6
2012,ELIJAH,M,6
2012,GABRIEL,M,6
2012,BENJAMIN,M,6
2012,JOSHUA,M,6
2012,BROOKLYN,F,6
2012,SYDNEY,F,6
2012,KYLIE,F,6
2012,PEYTON,F,6
2012,SAVANNAH,F,6
2012,TAYLOR,F,6
2012,JULIA,F,6
2012,ARIANNA,F,6
2012,HAILEY,F,6
2012,SAMANTHA,F,6
2012,GABRIELLA,F,6
2012,MADISON,F,6
2012,MIA,F,6
2012,RICARDO,M,6
2012,PHILIP,M,6
2012,JAXON,M,6
2012,COLTON,M,6
2012,GIOVANNI,M,6
2012,VINCENT,M,6
2012,SOPHIA,F,6
2012,AIDEN,M,6
2012,MASON,M,6
2012,MALIK,M,6
2012,MANUEL,M,6
2012,MARTIN,M,6
2012,GAEL,M,6
2012,OLIVER,M,6
2012,ISAIAH,M,6
2012,CALEB,M,6
2012,SEBASTIAN,M,6
